DAUID,CSDUID,CCSUID,CDUID,ERUID,PRUID,CTUID,CMAUID,geometry,APMean
35210001,3521024,3521024,3521,3530,35,5350585.08,535,,6.999896217
35210002,3521024,3521024,3521,3530,35,5350585.08,535,,6.74785798
35210003,3521024,3521024,3521,3530,35,5350585.08,535,,6.607804981
35210004,3521024,3521024,3521,3530,35,5350585.08,535,,7.631021415
35210011,3521024,3521024,3521,3530,35,5350586.01,535,,7.847580881
35210013,3521024,3521024,3521,3530,35,5350586.01,535,,8.788346085
35210014,3521024,3521024,3521,3530,35,5350586.01,535,,8.445314129
35210015,3521024,3521024,3521,3530,35,5350586.02,535,,8.510772458
35210017,3521024,3521024,3521,3530,35,5350586.02,535,,8.550669535
35210018,3521024,3521024,3521,3530,35,5350586.02,535,,11.03227367
35210019,3521024,3521024,3521,3530,35,5350586.02,535,,10.83712499
35210023,3521010,3521010,3521,3530,35,5350576.07,535,,19.32685721
35210024,3521010,3521010,3521,3530,35,5350576.07,535,,18.69767572
35210025,3521010,3521010,3521,3530,35,5350576.07,535,,19.03930342
35210026,3521010,3521010,3521,3530,35,5350576.07,535,,18.74458697
35210027,3521010,3521010,3521,3530,35,5350576.07,535,,18.66472517
35210028,3521010,3521010,3521,3530,35,5350576.05,535,,17.42859741
35210029,3521010,3521010,3521,3530,35,5350576.05,535,,16.95403503
35210030,3521010,3521010,3521,3530,35,5350576.05,535,,16.82147373
35210031,3521010,3521010,3521,3530,35,5350576.05,535,,15.90180766
35210032,3521010,3521010,3521,3530,35,5350576.06,535,,15.42946028
35210033,3521010,3521010,3521,3530,35,5350576.06,535,,15.20149551
35210034,3521010,3521010,3521,3530,35,5350576.06,535,,14.71986534
35210035,3521010,3521010,3521,3530,35,5350576.06,535,,14.00078837
35210036,3521010,3521010,3521,3530,35,5350576.06,535,,15.32439894
35210037,3521010,3521010,3521,3530,35,5350576.06,535,,14.1132112
35210040,3521010,3521010,3521,3530,35,5350576.06,535,,15.33356403
35210041,3521010,3521010,3521,3530,35,5350576.06,535,,15.58861368
35210042,3521010,3521010,3521,3530,35,5350576.06,535,,16.31280769
35210043,3521010,3521010,3521,3530,35,5350576.05,535,,17.11939012
35210044,3521010,3521010,3521,3530,35,5350576.05,535,,16.90833823
35210045,3521010,3521010,3521,3530,35,5350576.05,535,,17.14860628
35210046,3521010,3521010,3521,3530,35,5350576.05,535,,17.56880954
35210047,3521010,3521010,3521,3530,35,5350576.05,535,,17.67604749
35210048,3521010,3521010,3521,3530,35,5350576.05,535,,17.69749222
35210049,3521010,3521010,3521,3530,35,5350576.05,535,,18.16466717
35210050,3521010,3521010,3521,3530,35,5350575.05,535,,17.98270496
35210051,3521010,3521010,3521,3530,35,5350575.05,535,,17.37106359
35210052,3521010,3521010,3521,3530,35,5350575.05,535,,17.33606637
35210053,3521010,3521010,3521,3530,35,5350575.06,535,,16.72865658
35210054,3521010,3521010,3521,3530,35,5350575.06,535,,16.11138255
35210055,3521010,3521010,3521,3530,35,5350575.06,535,,15.94191098
35210056,3521010,3521010,3521,3530,35,5350575.06,535,,17.72518217
35210057,3521010,3521010,3521,3530,35,5350575.06,535,,15.88208684
35210058,3521010,3521010,3521,3530,35,5350575.06,535,,16.17020807
35210059,3521010,3521010,3521,3530,35,5350575.06,535,,16.22202828
35210060,3521010,3521010,3521,3530,35,5350575.06,535,,16.78519674
35210061,3521010,3521010,3521,3530,35,5350575.03,535,,17.31020682
35210063,3521010,3521010,3521,3530,35,5350575.03,535,,16.3200366
35210065,3521010,3521010,3521,3530,35,5350575.03,535,,16.61014699
35210066,3521010,3521010,3521,3530,35,5350575.03,535,,17.18095201
35210067,3521010,3521010,3521,3530,35,5350575.03,535,,18.1251327
35210068,3521010,3521010,3521,3530,35,5350575.03,535,,16.74628777
35210069,3521010,3521010,3521,3530,35,5350575.03,535,,19.4570813
35210070,3521010,3521010,3521,3530,35,5350575.03,535,,19.84476769
35210071,3521010,3521010,3521,3530,35,5350575.03,535,,17.98847123
35210072,3521010,3521010,3521,3530,35,5350562.02,535,,22.62048848
35210073,3521010,3521010,3521,3530,35,5350562.02,535,,18.12106665
35210074,3521010,3521010,3521,3530,35,5350562.02,535,,17.31383168
35210075,3521010,3521010,3521,3530,35,5350562.02,535,,17.14344698
35210076,3521010,3521010,3521,3530,35,5350562.02,535,,17.75046489
35210077,3521010,3521010,3521,3530,35,5350562.02,535,,16.69669776
35210078,3521010,3521010,3521,3530,35,5350562.02,535,,17.0007206
35210079,3521010,3521010,3521,3530,35,5350562.11,535,,16.34870168
35210080,3521010,3521010,3521,3530,35,5350562.11,535,,15.6186381
35210081,3521010,3521010,3521,3530,35,5350562.11,535,,15.64846751
35210082,3521010,3521010,3521,3530,35,5350562.05,535,,18.11290536
35210083,3521010,3521010,3521,3530,35,5350562.05,535,,16.71795807
35210090,3521010,3521010,3521,3530,35,5350563.01,535,,18.119017
35210094,3521010,3521010,3521,3530,35,5350564.02,535,,19.00044183
35210095,3521010,3521010,3521,3530,35,5350564.02,535,,18.2946468
35210096,3521010,3521010,3521,3530,35,5350564.02,535,,18.13395653
35210097,3521010,3521010,3521,3530,35,5350564.02,535,,19.58822551
35210098,3521010,3521010,3521,3530,35,5350564.02,535,,19.7605497
35210099,3521010,3521010,3521,3530,35,5350564.02,535,,20.95116397
35210100,3521010,3521010,3521,3530,35,5350564.02,535,,21.61737654
35210104,3521010,3521010,3521,3530,35,5350560.00,535,,20.24059281
35210105,3521010,3521010,3521,3530,35,5350560.00,535,,20.42885407
35210106,3521010,3521010,3521,3530,35,5350560.00,535,,20.62741447
35210107,3521010,3521010,3521,3530,35,5350560.00,535,,20.96362977
35210108,3521010,3521010,3521,3530,35,5350560.00,535,,21.13933232
35210109,3521010,3521010,3521,3530,35,5350560.00,535,,24.34685958
35210110,3521010,3521010,3521,3530,35,5350560.00,535,,21.24094646
35210111,3521010,3521010,3521,3530,35,5350560.00,535,,21.22422021
35210112,3521010,3521010,3521,3530,35,5350561.00,535,,22.3047354
35210113,3521010,3521010,3521,3530,35,5350561.00,535,,22.22121146
35210114,3521010,3521010,3521,3530,35,5350561.00,535,,22.70846919
35210115,3521010,3521010,3521,3530,35,5350561.00,535,,27.52992457
35210116,3521010,3521010,3521,3530,35,5350561.00,535,,23.91682525
35210117,3521010,3521010,3521,3530,35,5350561.00,535,,24.09040656
35210118,3521010,3521010,3521,3530,35,5350561.00,535,,22.05175939
35210119,3521010,3521010,3521,3530,35,5350561.00,535,,21.02288943
35210120,3521010,3521010,3521,3530,35,5350560.00,535,,20.5
35210121,3521010,3521010,3521,3530,35,5350564.01,535,,19.90709563
35210122,3521010,3521010,3521,3530,35,5350560.00,535,,19.67503492
35210124,3521010,3521010,3521,3530,35,5350564.01,535,,18.33048171
35210125,3521010,3521010,3521,3530,35,5350564.02,535,,17.52922111
35210130,3521010,3521010,3521,3530,35,5350563.02,535,,20.3411676
35210131,3521010,3521010,3521,3530,35,5350563.02,535,,20.45629331
35210132,3521010,3521010,3521,3530,35,5350563.02,535,,21.78979723
35210133,3521010,3521010,3521,3530,35,5350563.02,535,,22.95421162
35210145,3521010,3521010,3521,3530,35,5350562.02,535,,19.90817846
35210146,3521010,3521010,3521,3530,35,5350562.02,535,,18.05244629
35210147,3521010,3521010,3521,3530,35,5350562.02,535,,17.59113822
35210148,3521010,3521010,3521,3530,35,5350562.02,535,,26.11018717
35210151,3521010,3521010,3521,3530,35,5350575.04,535,,27.82919241
35210152,3521010,3521010,3521,3530,35,5350575.04,535,,23.06910105
35210153,3521010,3521010,3521,3530,35,5350575.04,535,,20.14136542
35210154,3521010,3521010,3521,3530,35,5350575.04,535,,19.56569047
35210155,3521010,3521010,3521,3530,35,5350575.04,535,,18.44279925
35210156,3521010,3521010,3521,3530,35,5350575.04,535,,18.30114538
35210157,3521010,3521010,3521,3530,35,5350575.04,535,,18.70029739
35210158,3521010,3521010,3521,3530,35,5350575.04,535,,18.9495967
35210159,3521010,3521010,3521,3530,35,5350575.03,535,,17.34176066
35210160,3521010,3521010,3521,3530,35,5350575.03,535,,17.42971742
35210161,3521010,3521010,3521,3530,35,5350575.01,535,,17.44145296
35210162,3521010,3521010,3521,3530,35,5350575.01,535,,16.83175302
35210163,3521010,3521010,3521,3530,35,5350575.01,535,,16.63165885
35210164,3521010,3521010,3521,3530,35,5350575.01,535,,16.86479846
35210165,3521010,3521010,3521,3530,35,5350575.01,535,,16.95355769
35210166,3521010,3521010,3521,3530,35,5350575.01,535,,16.93933997
35210167,3521010,3521010,3521,3530,35,5350575.01,535,,17.1394021
35210168,3521010,3521010,3521,3530,35,5350575.01,535,,18.53490032
35210169,3521010,3521010,3521,3530,35,5350573.03,535,,18.93991344
35210170,3521010,3521010,3521,3530,35,5350573.03,535,,19.26722457
35210171,3521010,3521010,3521,3530,35,5350573.03,535,,18.31545
35210172,3521010,3521010,3521,3530,35,5350573.07,535,,18.85907722
35210173,3521010,3521010,3521,3530,35,5350573.07,535,,18.56882129
35210174,3521010,3521010,3521,3530,35,5350573.07,535,,18.24881566
35210175,3521010,3521010,3521,3530,35,5350573.07,535,,18.56305091
35210176,3521010,3521010,3521,3530,35,5350573.07,535,,18.43172901
35210177,3521010,3521010,3521,3530,35,5350573.07,535,,17.75517374
35210178,3521010,3521010,3521,3530,35,5350573.07,535,,17.9151396
35210179,3521010,3521010,3521,3530,35,5350573.03,535,,17.94150799
35210180,3521010,3521010,3521,3530,35,5350573.03,535,,17.97319361
35210181,3521010,3521010,3521,3530,35,5350574.00,535,,18.43178378
35210182,3521010,3521010,3521,3530,35,5350574.00,535,,18.67816587
35210183,3521010,3521010,3521,3530,35,5350574.00,535,,17.84303714
35210186,3521010,3521010,3521,3530,35,5350572.01,535,,18.25180188
35210187,3521010,3521010,3521,3530,35,5350574.00,535,,18.25407536
35210188,3521010,3521010,3521,3530,35,5350574.00,535,,17.82832752
35210189,3521010,3521010,3521,3530,35,5350572.01,535,,17.67438404
35210190,3521010,3521010,3521,3530,35,5350572.01,535,,17.81334071
35210191,3521010,3521010,3521,3530,35,5350572.01,535,,17.82845023
35210192,3521010,3521010,3521,3530,35,5350572.01,535,,17.72306438
35210193,3521010,3521010,3521,3530,35,5350572.01,535,,18.87986634
35210194,3521010,3521010,3521,3530,35,5350572.01,535,,19.17836531
35210195,3521010,3521010,3521,3530,35,5350572.01,535,,17.89493869
35210198,3521010,3521010,3521,3530,35,5350572.05,535,,17.78983379
35210199,3521010,3521010,3521,3530,35,5350572.05,535,,17.71842203
35210204,3521010,3521010,3521,3530,35,5350572.04,535,,17.28372959
35210205,3521010,3521010,3521,3530,35,5350572.04,535,,17.14339522
35210206,3521010,3521010,3521,3530,35,5350572.04,535,,17.1761723
35210207,3521010,3521010,3521,3530,35,5350572.04,535,,17.91715716
35210208,3521010,3521010,3521,3530,35,5350572.08,535,,17.52156943
35210209,3521010,3521010,3521,3530,35,5350572.08,535,,17.05668521
35210210,3521010,3521010,3521,3530,35,5350572.08,535,,17.00392893
35210211,3521010,3521010,3521,3530,35,5350572.08,535,,16.87125287
35210212,3521010,3521010,3521,3530,35,5350572.08,535,,16.86529979
35210213,3521010,3521010,3521,3530,35,5350572.08,535,,17.43422816
35210214,3521010,3521010,3521,3530,35,5350572.08,535,,16.59671604
35210215,3521010,3521010,3521,3530,35,5350572.08,535,,17.0475486
35210216,3521010,3521010,3521,3530,35,5350572.07,535,,16.60704088
35210217,3521010,3521010,3521,3530,35,5350572.07,535,,16.52023039
35210218,3521010,3521010,3521,3530,35,5350572.07,535,,16.73904965
35210219,3521010,3521010,3521,3530,35,5350572.07,535,,16.93449018
35210220,3521010,3521010,3521,3530,35,5350572.07,535,,16.78986451
35210221,3521010,3521010,3521,3530,35,5350572.07,535,,17.12555069
35210222,3521010,3521010,3521,3530,35,5350572.07,535,,17.58191664
35210223,3521010,3521010,3521,3530,35,5350572.07,535,,17.16948329
35210224,3521010,3521010,3521,3530,35,5350572.04,535,,17.76429739
35210225,3521010,3521010,3521,3530,35,5350572.04,535,,17.42529527
35210226,3521010,3521010,3521,3530,35,5350572.01,535,,17.46476231
35210227,3521010,3521010,3521,3530,35,5350572.01,535,,17.461341
35210228,3521010,3521010,3521,3530,35,5350572.01,535,,18.26633483
35210229,3521010,3521010,3521,3530,35,5350572.07,535,,17.84605027
35210230,3521010,3521010,3521,3530,35,5350572.06,535,,17.26959777
35210231,3521010,3521010,3521,3530,35,5350572.01,535,,18.40662435
35210233,3521010,3521010,3521,3530,35,5350572.06,535,,16.84634198
35210234,3521010,3521010,3521,3530,35,5350572.06,535,,16.69817642
35210236,3521010,3521010,3521,3530,35,5350528.37,535,,19.14796654
35210239,3521005,3521005,3521,3530,35,5350550.01,535,,25.05846611
35210240,3521005,3521005,3521,3530,35,5350550.01,535,,22.13371633
35210241,3521005,3521005,3521,3530,35,5350550.01,535,,22.12451475
35210242,3521005,3521005,3521,3530,35,5350550.01,535,,21.06146758
35210243,3521005,3521005,3521,3530,35,5350550.01,535,,20.76917246
35210244,3521005,3521005,3521,3530,35,5350528.33,535,,19.52137428
35210245,3521005,3521005,3521,3530,35,5350528.33,535,,19.54235758
35210246,3521005,3521005,3521,3530,35,5350528.33,535,,19.27799726
35210247,3521005,3521005,3521,3530,35,5350528.33,535,,19.46989371
35210248,3521005,3521005,3521,3530,35,5350528.33,535,,19.59925287
35210249,3521005,3521005,3521,3530,35,5350528.33,535,,19.33015405
35210250,3521005,3521005,3521,3530,35,5350528.14,535,,18.65244111
35210251,3521005,3521005,3521,3530,35,5350528.33,535,,20.27767867
35210252,3521005,3521005,3521,3530,35,5350528.32,535,,21.01559643
35210253,3521005,3521005,3521,3530,35,5350528.32,535,,21.45440317
35210254,3521005,3521005,3521,3530,35,5350528.32,535,,25.91291604
35210255,3521005,3521005,3521,3530,35,5350528.33,535,,20.16275542
35210256,3521005,3521005,3521,3530,35,5350528.33,535,,20.86690665
35210261,3521005,3521005,3521,3530,35,5350528.24,535,,30.55605925
35210262,3521005,3521005,3521,3530,35,5350528.18,535,,26.87209043
35210263,3521005,3521005,3521,3530,35,5350528.18,535,,25.53212424
35210264,3521005,3521005,3521,3530,35,5350528.18,535,,24.18177364
35210265,3521005,3521005,3521,3530,35,5350528.18,535,,25.77016702
35210266,3521005,3521005,3521,3530,35,5350528.18,535,,23.54452894
35210267,3521005,3521005,3521,3530,35,5350528.18,535,,22.01262027
35210268,3521005,3521005,3521,3530,35,5350528.18,535,,20.89156218
35210269,3521005,3521005,3521,3530,35,5350528.19,535,,20.04828119
35210270,3521005,3521005,3521,3530,35,5350528.19,535,,19.84653711
35210271,3521005,3521005,3521,3530,35,5350528.19,535,,20.24238692
35210272,3521005,3521005,3521,3530,35,5350528.19,535,,20.86792211
35210273,3521005,3521005,3521,3530,35,5350528.24,535,,22.09298662
35210274,3521005,3521005,3521,3530,35,5350528.24,535,,21.91632786
35210275,3521005,3521005,3521,3530,35,5350528.24,535,,21.0623511
35210276,3521005,3521005,3521,3530,35,5350528.24,535,,21.37578225
35210277,3521005,3521005,3521,3530,35,5350528.24,535,,20.62918882
35210278,3521005,3521005,3521,3530,35,5350528.10,535,,20.58478421
35210279,3521005,3521005,3521,3530,35,5350528.10,535,,19.87263607
35210280,3521005,3521005,3521,3530,35,5350528.10,535,,19.92508009
35210281,3521005,3521005,3521,3530,35,5350528.10,535,,20.12670534
35210282,3521005,3521005,3521,3530,35,5350528.10,535,,20.33241212
35210293,3521005,3521005,3521,3530,35,5350527.03,535,,23.24389111
35210294,3521005,3521005,3521,3530,35,5350527.03,535,,21.50155157
35210295,3521005,3521005,3521,3530,35,5350527.03,535,,20.05215879
35210296,3521005,3521005,3521,3530,35,5350527.07,535,,20.26324363
35210298,3521005,3521005,3521,3530,35,5350527.07,535,,20.95642119
35210299,3521005,3521005,3521,3530,35,5350527.07,535,,20.3661406
35210300,3521005,3521005,3521,3530,35,5350527.07,535,,20.02529528
35210301,3521005,3521005,3521,3530,35,5350527.07,535,,20.60138295
35210302,3521005,3521005,3521,3530,35,5350521.02,535,,19.80145769
35210303,3521005,3521005,3521,3530,35,5350521.02,535,,19.85721933
35210304,3521005,3521005,3521,3530,35,5350521.02,535,,19.96823834
35210305,3521005,3521005,3521,3530,35,5350521.02,535,,20.02672737
35210306,3521005,3521005,3521,3530,35,5350521.02,535,,21.92865421
35210307,3521005,3521005,3521,3530,35,5350521.02,535,,20.59045632
35210308,3521005,3521005,3521,3530,35,5350522.00,535,,22.53814225
35210309,3521005,3521005,3521,3530,35,5350522.00,535,,20.65439815
35210310,3521005,3521005,3521,3530,35,5350522.00,535,,23.11713635
35210311,3521005,3521005,3521,3530,35,5350522.00,535,,20.4417958
35210312,3521005,3521005,3521,3530,35,5350522.00,535,,20.91938546
35210313,3521005,3521005,3521,3530,35,5350527.06,535,,20.95293514
35210314,3521005,3521005,3521,3530,35,5350527.06,535,,20.71132713
35210315,3521005,3521005,3521,3530,35,5350527.06,535,,21.42095516
35210316,3521005,3521005,3521,3530,35,5350527.06,535,,22.2629489
35210317,3521005,3521005,3521,3530,35,5350527.06,535,,22.8
35210318,3521005,3521005,3521,3530,35,5350527.06,535,,23.85626937
35210319,3521005,3521005,3521,3530,35,5350527.06,535,,21.79380702
35210320,3521005,3521005,3521,3530,35,5350527.05,535,,22.83579192
35210321,3521005,3521005,3521,3530,35,5350527.05,535,,23.50208777
35210322,3521005,3521005,3521,3530,35,5350527.05,535,,25.67989433
35210323,3521005,3521005,3521,3530,35,5350527.05,535,,25.26805205
35210324,3521005,3521005,3521,3530,35,5350527.05,535,,24.84807821
35210326,3521005,3521005,3521,3530,35,5350527.05,535,,22.08971101
35210327,3521005,3521005,3521,3530,35,5350527.05,535,,21.4930928
35210328,3521005,3521005,3521,3530,35,5350527.05,535,,21.22645478
35210329,3521005,3521005,3521,3530,35,5350527.06,535,,20.98144724
35210330,3521005,3521005,3521,3530,35,5350523.00,535,,20.58602826
35210331,3521005,3521005,3521,3530,35,5350523.00,535,,21.23234064
35210332,3521005,3521005,3521,3530,35,5350523.00,535,,21.63527923
35210333,3521005,3521005,3521,3530,35,5350523.00,535,,25.45753255
35210334,3521005,3521005,3521,3530,35,5350524.01,535,,24.14887374
35210335,3521005,3521005,3521,3530,35,5350524.01,535,,23.84186308
35210338,3521005,3521005,3521,3530,35,5350524.01,535,,26.82727944
35210345,3521005,3521005,3521,3530,35,5350510.00,535,,26.08041972
35210346,3521005,3521005,3521,3530,35,5350510.00,535,,23.13100955
35210347,3521005,3521005,3521,3530,35,5350510.00,535,,25.91290192
35210348,3521005,3521005,3521,3530,35,5350510.00,535,,25.43855643
35210349,3521005,3521005,3521,3530,35,5350510.00,535,,28.73225755
35210350,3521005,3521005,3521,3530,35,5350510.00,535,,27.82202152
35210351,3521005,3521005,3521,3530,35,5350509.02,535,,22.83723593
35210352,3521005,3521005,3521,3530,35,5350509.02,535,,23.50900474
35210353,3521005,3521005,3521,3530,35,5350509.02,535,,20.99740596
35210354,3521005,3521005,3521,3530,35,5350509.02,535,,21.66456662
35210355,3521005,3521005,3521,3530,35,5350509.01,535,,23.39406826
35210356,3521005,3521005,3521,3530,35,5350509.01,535,,19.84317328
35210357,3521005,3521005,3521,3530,35,5350509.01,535,,19.08590414
35210358,3521005,3521005,3521,3530,35,5350509.01,535,,21.33870888
35210359,3521005,3521005,3521,3530,35,5350508.00,535,,22.85137949
35210360,3521005,3521005,3521,3530,35,5350508.00,535,,21.63289076
35210361,3521005,3521005,3521,3530,35,5350508.00,535,,20.89276043
35210362,3521005,3521005,3521,3530,35,5350508.00,535,,18.43721737
35210363,3521005,3521005,3521,3530,35,5350508.00,535,,18.84788901
35210364,3521005,3521005,3521,3530,35,5350508.00,535,,17.99141961
35210365,3521005,3521005,3521,3530,35,5350508.00,535,,18.45276083
35210368,3521005,3521005,3521,3530,35,5350500.01,535,,18.18419165
35210369,3521005,3521005,3521,3530,35,5350500.01,535,,17.58353694
35210370,3521005,3521005,3521,3530,35,5350540.02,535,,16.5168625
35210371,3521005,3521005,3521,3530,35,5350540.02,535,,17.53754492
35210372,3521005,3521005,3521,3530,35,5350540.02,535,,17.43633448
35210373,3521005,3521005,3521,3530,35,5350540.02,535,,17.12008852
35210374,3521005,3521005,3521,3530,35,5350540.02,535,,17.78248459
35210375,3521005,3521005,3521,3530,35,5350540.02,535,,17.22859877
35210376,3521005,3521005,3521,3530,35,5350540.02,535,,16.41106873
35210377,3521005,3521005,3521,3530,35,5350540.02,535,,16.86991191
35210378,3521005,3521005,3521,3530,35,5350540.01,535,,19.18728434
35210379,3521005,3521005,3521,3530,35,5350540.01,535,,16.41896846
35210380,3521005,3521005,3521,3530,35,5350540.01,535,,17.54866766
35210381,3521005,3521005,3521,3530,35,5350540.01,535,,17.52617685
35210384,3521005,3521005,3521,3530,35,5350540.01,535,,16.84438232
35210385,3521005,3521005,3521,3530,35,5350540.02,535,,16.99636522
35210386,3521005,3521005,3521,3530,35,5350540.01,535,,16.62062037
35210387,3521005,3521005,3521,3530,35,5350540.01,535,,16.83735455
35210388,3521005,3521005,3521,3530,35,5350540.01,535,,16.98615086
35210389,3521005,3521005,3521,3530,35,5350540.01,535,,16.78281727
35210390,3521005,3521005,3521,3530,35,5350501.02,535,,16.58463272
35210391,3521005,3521005,3521,3530,35,5350501.02,535,,16.42505917
35210392,3521005,3521005,3521,3530,35,5350501.02,535,,16.53934963
35210393,3521005,3521005,3521,3530,35,5350501.02,535,,17.16017862
35210394,3521005,3521005,3521,3530,35,5350501.02,535,,16.4986918
35210395,3521005,3521005,3521,3530,35,5350501.02,535,,16.50194372
35210396,3521005,3521005,3521,3530,35,5350501.02,535,,17.87426357
35210397,3521005,3521005,3521,3530,35,5350501.02,535,,17.19244294
35210398,3521005,3521005,3521,3530,35,5350501.02,535,,16.2
35210399,3521005,3521005,3521,3530,35,5350505.01,535,,17.01648649
35210400,3521005,3521005,3521,3530,35,5350505.02,535,,16.7984988
35210401,3521005,3521005,3521,3530,35,5350505.01,535,,17.07589829
35210402,3521005,3521005,3521,3530,35,5350505.01,535,,18.56632556
35210403,3521005,3521005,3521,3530,35,5350505.01,535,,17.40050929
35210404,3521005,3521005,3521,3530,35,5350505.01,535,,18.67283372
35210405,3521005,3521005,3521,3530,35,5350504.00,535,,22.60478351
35210406,3521005,3521005,3521,3530,35,5350504.00,535,,18.72570227
35210407,3521005,3521005,3521,3530,35,5350504.00,535,,19.33625644
35210408,3521005,3521005,3521,3530,35,5350504.00,535,,20.73984138
35210409,3521005,3521005,3521,3530,35,5350504.00,535,,18.6716978
35210410,3521005,3521005,3521,3530,35,5350504.00,535,,20.65247124
35210411,3521005,3521005,3521,3530,35,5350504.00,535,,19.01974371
35210412,3521005,3521005,3521,3530,35,5350501.01,535,,21.45506947
35210413,3521005,3521005,3521,3530,35,5350501.01,535,,21.78128793
35210414,3521005,3521005,3521,3530,35,5350501.01,535,,22.85053694
35210415,3521005,3521005,3521,3530,35,5350501.01,535,,22.51607607
35210416,3521005,3521005,3521,3530,35,5350501.01,535,,22.21021324
35210417,3521005,3521005,3521,3530,35,5350501.01,535,,21.10611188
35210418,3521005,3521005,3521,3530,35,5350501.01,535,,20.46101019
35210419,3521005,3521005,3521,3530,35,5350501.01,535,,19.84923875
35210420,3521005,3521005,3521,3530,35,5350501.01,535,,23.39912327
35210421,3521005,3521005,3521,3530,35,5350501.02,535,,17.66985524
35210422,3521005,3521005,3521,3530,35,5350501.02,535,,17.09321803
35210424,3521005,3521005,3521,3530,35,5350502.02,535,,21.80790776
35210425,3521005,3521005,3521,3530,35,5350502.01,535,,21.58370506
35210426,3521005,3521005,3521,3530,35,5350502.02,535,,21.26497693
35210427,3521005,3521005,3521,3530,35,5350502.01,535,,21.42766795
35210428,3521005,3521005,3521,3530,35,5350502.01,535,,21.52186879
35210429,3521005,3521005,3521,3530,35,5350502.01,535,,22.19737955
35210430,3521005,3521005,3521,3530,35,5350502.01,535,,22.1802271
35210431,3521005,3521005,3521,3530,35,5350502.01,535,,21.86520046
35210432,3521005,3521005,3521,3530,35,5350502.01,535,,21.53046279
35210434,3521005,3521005,3521,3530,35,5350503.00,535,,22.03413455
35210435,3521005,3521005,3521,3530,35,5350503.00,535,,21.91711936
35210436,3521005,3521005,3521,3530,35,5350503.00,535,,28.21466351
35210437,3521005,3521005,3521,3530,35,5350503.00,535,,22.6890383
35210438,3521005,3521005,3521,3530,35,5350515.01,535,,24.19242432
35210439,3521005,3521005,3521,3530,35,5350515.01,535,,23.87024035
35210440,3521005,3521005,3521,3530,35,5350515.01,535,,24.05956012
35210441,3521005,3521005,3521,3530,35,5350515.01,535,,24.30570196
35210442,3521005,3521005,3521,3530,35,5350515.01,535,,24.3956622
35210443,3521005,3521005,3521,3530,35,5350515.01,535,,24.02102539
35210444,3521005,3521005,3521,3530,35,5350515.01,535,,23.05158904
35210445,3521005,3521005,3521,3530,35,5350515.01,535,,22.5767088
35210446,3521005,3521005,3521,3530,35,5350515.02,535,,21.37162217
35210447,3521005,3521005,3521,3530,35,5350515.02,535,,21.21549646
35210448,3521005,3521005,3521,3530,35,5350515.02,535,,21.73767751
35210449,3521005,3521005,3521,3530,35,5350515.02,535,,20.92392353
35210450,3521005,3521005,3521,3530,35,5350514.02,535,,20.36252281
35210451,3521005,3521005,3521,3530,35,5350514.02,535,,19.58566569
35210452,3521005,3521005,3521,3530,35,5350514.02,535,,19.11462599
35210456,3521005,3521005,3521,3530,35,5350516.09,535,,22.69420562
35210457,3521005,3521005,3521,3530,35,5350516.09,535,,20.1890429
35210458,3521005,3521005,3521,3530,35,5350516.09,535,,19.03412748
35210459,3521005,3521005,3521,3530,35,5350516.09,535,,19.36778642
35210462,3521005,3521005,3521,3530,35,5350516.08,535,,19
35210465,3521005,3521005,3521,3530,35,5350516.17,535,,18.79812058
35210467,3521005,3521005,3521,3530,35,5350516.17,535,,19.71832634
35210468,3521005,3521005,3521,3530,35,5350516.17,535,,22.19201025
35210473,3521005,3521005,3521,3530,35,5350516.14,535,,17.78498711
35210474,3521005,3521005,3521,3530,35,5350516.14,535,,17.5959496
35210475,3521005,3521005,3521,3530,35,5350516.14,535,,17.66775597
35210476,3521005,3521005,3521,3530,35,5350516.14,535,,18.80596806
35210479,3521005,3521005,3521,3530,35,5350516.18,535,,18.71951225
35210480,3521005,3521005,3521,3530,35,5350516.18,535,,18.95337731
35210481,3521005,3521005,3521,3530,35,5350516.18,535,,19.41498923
35210482,3521005,3521005,3521,3530,35,5350516.18,535,,19.69468502
35210483,3521005,3521005,3521,3530,35,5350516.24,535,,18.77705752
35210486,3521005,3521005,3521,3530,35,5350516.24,535,,18.55268071
35210487,3521005,3521005,3521,3530,35,5350516.24,535,,19.69526197
35210488,3521005,3521005,3521,3530,35,5350516.25,535,,19.00612174
35210489,3521005,3521005,3521,3530,35,5350516.25,535,,18.7694816
35210490,3521005,3521005,3521,3530,35,5350516.25,535,,20.22227262
35210491,3521005,3521005,3521,3530,35,5350516.26,535,,20.97589624
35210492,3521005,3521005,3521,3530,35,5350516.26,535,,20.33475891
35210493,3521005,3521005,3521,3530,35,5350516.26,535,,20.62125822
35210494,3521005,3521005,3521,3530,35,5350516.26,535,,21.22149507
35210495,3521005,3521005,3521,3530,35,5350516.26,535,,20.73669175
35210496,3521005,3521005,3521,3530,35,5350516.26,535,,21.23549865
35210497,3521005,3521005,3521,3530,35,5350516.26,535,,21.20774861
35210498,3521005,3521005,3521,3530,35,5350516.26,535,,20.53286638
35210501,3521005,3521005,3521,3530,35,5350516.24,535,,18.94473776
35210502,3521005,3521005,3521,3530,35,5350516.24,535,,18.61387229
35210503,3521005,3521005,3521,3530,35,5350516.24,535,,18.75643818
